p_s p_d d S D I K1 K2 k S_k_half S_norm D_norm, I_norm
0.05 0.02 0.05 870 360 721 9980 10292 21 1633 0.004151159461780705 0.0017177211565989122 0.0036122244488977955
0.05 0.02 0.05 1005 447 667 9980 10263 21 1678 0.004795304895505296 0.0021328371027769825 0.0033416833667334668
0.05 0.02 0.05 838 442 851 9980 10304 21 1377 0.0039984731367496895 0.0021089798644908864 0.004263527054108217
0.05 0.02 0.05 952 279 846 9980 10264 21 1655 0.004542418169672679 0.001331233896364157 0.004238476953907815
0.05 0.02 0.05 923 359 728 9980 10264 21 1637 0.004404046187613322 0.001712949708941693 0.003647294589178357
0.05 0.02 0.05 953 357 702 9980 10250 21 1712 0.004547189617329898 0.0017034068136272545 0.0035170340681362727
0.05 0.02 0.05 972 329 972 9980 10260 21 1790 0.004637847122817063 0.001569806279225117 0.0048697394789579155
0.05 0.02 0.05 787 236 744 9980 10329 21 1550 0.0037551293062315105 0.0011260616471037313 0.003727454909819639
0.05 0.02 0.05 896 421 818 9980 10280 21 1547 0.0042752171008684035 0.002008779463689283 0.0040981963927855716
0.05 0.02 0.05 861 400 737 9980 10258 21 1550 0.004108216432865732 0.0019085790628876802 0.0036923847695390782
0.05 0.02 0.05 738 328 879 9980 10327 21 1454 0.00352132837102777 0.0015650348315678977 0.004403807615230461
0.05 0.02 0.05 1045 440 727 9980 10287 21 1573 0.004986162801794064 0.002099436969176448 0.0036422845691382764
0.05 0.02 0.05 960 289 922 9980 10303 21 1685 0.004580589750930432 0.001378948372936349 0.004619238476953908
0.05 0.03 0.01 1417 1053 200 9980 9755 21 2256 0.006761141330279607 0.005024334383051818 0.001002004008016032
0.05 0.03 0.01 1579 934 314 9980 9760 21 2207 0.007534115850749117 0.004456532111842733 0.0015731462925851704
0.05 0.03 0.01 1775 1050 192 9980 9773 21 2202 0.00846931959156408 0.00501002004008016 0.0009619238476953908
0.05 0.03 0.01 1504 1253 262 9980 9792 21 2110 0.007176257276457677 0.005978623914495658 0.001312625250501002
0.05 0.03 0.01 1533 1060 252 9980 9778 21 1962 0.007314629258517034 0.005057734516652352 0.0012625250501002005
0.05 0.03 0.01 2054 818 326 9980 9798 21 2527 0.009800553487928238 0.003903044183605306 0.0016332665330661322
0.05 0.03 0.01 1701 1054 347 9980 9792 21 2016 0.00811623246492986 0.005029105830709037 0.0017384769539078157
0.05 0.03 0.01 1546 864 337 9980 9795 21 2197 0.007376658078060884 0.004122530775837389 0.001688376753507014
0.05 0.03 0.01 1593 821 371 9980 9815 21 2001 0.007600916117950186 0.003917358526576964 0.0018587174348697396
0.05 0.03 0.01 1615 972 275 9980 9767 21 2146 0.007705887966409008 0.004637847122817063 0.0013777555110220442
0.05 0.03 0.01 1625 912 321 9980 9777 21 2075 0.0077536024429812 0.004351560263383911 0.0016082164328657315
0.05 0.03 0.01 1851 978 291 9980 9782 21 2250 0.00883194961351274 0.004666475808760378 0.0014579158316633267
0.05 0.03 0.01 1573 1044 257 9980 9728 21 2093 0.007505487164805802 0.004981391354136845 0.0012875751503006012
0.05 0.03 0.01 1781 996 246 9980 9783 21 2186 0.008497948277507395 0.004752361866590324 0.0012324649298597193
0.05 0.03 0.01 1900 752 304 9980 9809 21 2338 0.009065750548716481 0.0035881286382288386 0.0015230460921843688
0.05 0.03 0.01 1500 857 311 9980 9764 21 2202 0.0071571714858288 0.004089130642236855 0.00155811623246493
0.05 0.03 0.01 1608 974 241 9980 9754 21 2041 0.0076724878328084745 0.004647390018131501 0.0012074148296593186
0.05 0.03 0.01 1604 1035 422 9980 9795 21 2147 0.007653402042179598 0.004938448325221873 0.0021142284569138276
0.05 0.03 0.01 1670 958 346 9980 9787 21 2195 0.007968317587556065 0.0045710468556159935 0.0017334669338677354
0.05 0.03 0.01 1487 769 389 9980 9806 21 2097 0.007095142666284951 0.003669243248401565 0.0019488977955911823
0.05 0.03 0.02 1066 715 397 9980 9891 21 2024 0.005086363202595668 0.0034115850749117283 0.0019889779559118235
0.05 0.03 0.02 1252 789 482 9980 9888 21 2006 0.0059738524668384385 0.003764672201545949 0.0024148296593186373
0.05 0.03 0.02 1423 871 527 9980 9854 21 1890 0.006789770016222922 0.004155930909437924 0.0026402805611222446
0.05 0.03 0.02 1397 859 506 9980 9894 21 2073 0.006665712377135223 0.004098673537551293 0.002535070140280561
0.05 0.03 0.02 1285 900 411 9980 9879 21 1781 0.006131310239526672 0.00429430289149728 0.002059118236472946
0.05 0.03 0.02 1643 624 488 9980 9914 21 2269 0.007839488500811146 0.002977383338104781 0.002444889779559118
0.05 0.03 0.02 1466 723 488 9980 9887 21 1936 0.006994942265483348 0.003449756656169482 0.002444889779559118
0.05 0.03 0.02 1227 674 500 9980 9909 21 1969 0.005854566275407959 0.003215955720965741 0.00250501002004008
0.05 0.03 0.02 1355 746 424 9980 9881 21 2013 0.006465311575532017 0.0035594999522855233 0.002124248496993988
0.05 0.03 0.02 1331 806 413 9980 9860 21 1939 0.006350796831758755 0.0038457868117186753 0.0020691382765531063
0.05 0.03 0.02 1328 739 547 9980 9872 21 1944 0.006336482488787098 0.003526099818684989 0.002740480961923848
0.05 0.03 0.02 1456 749 474 9980 9868 21 2189 0.006947227788911155 0.003573814295257181 0.002374749498997996
0.05 0.03 0.02 1349 837 368 9980 9899 21 2131 0.006436682889588701 0.00399370168909247 0.001843687374749499
0.05 0.03 0.02 1440 759 360 9980 9884 21 1926 0.006870884626395649 0.003621528771829373 0.0018036072144288577
0.05 0.03 0.02 1455 702 407 9980 9877 21 2085 0.006942456341253936 0.003349556255367879 0.0020390781563126253
0.05 0.03 0.02 1435 862 543 9980 9901 21 1950 0.006847027388109553 0.004112987880522951 0.002720440881763527
0.05 0.03 0.02 1290 817 411 9980 9845 21 1848 0.006155167477812768 0.0038982727359480867 0.002059118236472946
0.05 0.03 0.02 1286 805 513 9980 9902 21 1973 0.006136081687183891 0.003841015364061456 0.0025701402805611223
0.05 0.03 0.02 1270 891 412 9980 9871 21 1971 0.0060597385246683845 0.004251359862582307 0.0020641282565130262
0.05 0.03 0.02 1231 705 561 9980 9911 21 1886 0.005873652066036836 0.003363870598339536 0.0028106212424849697
0.05 0.03 0.03 868 607 459 9980 9982 21 1847 0.004141616566466266 0.0028962687279320545 0.0022995991983967936
0.05 0.03 0.03 1063 687 575 9980 9947 21 1817 0.00507204885962401 0.0032779845405095905 0.002880761523046092
0.05 0.03 0.03 1224 765 715 9980 9936 21 1759 0.005840251932436301 0.003650157457772688 0.0035821643286573146
0.05 0.03 0.03 1057 802 597 9980 9965 21 1805 0.005043420173680695 0.003826701021089799 0.0029909819639278557
0.05 0.03 0.03 1160 520 431 9980 9988 21 1876 0.005534879282374273 0.002481152781753984 0.002159318637274549
0.05 0.03 0.03 1373 483 571 9980 10012 21 2061 0.006551197633361962 0.0023046092184368736 0.0028607214428857716
0.05 0.03 0.03 1263 563 634 9980 9976 21 1798 0.00602633839106785 0.0026863250310144096 0.0031763527054108217
0.05 0.03 0.03 983 595 568 9980 9995 21 1788 0.004690333047046474 0.0028390113560454243 0.002845691382765531
0.05 0.03 0.03 1119 559 700 9980 10010 21 1580 0.0053392499284282855 0.002667239240385533 0.0035070140280561123
0.05 0.03 0.03 957 850 644 9980 9982 21 1607 0.004566275407958775 0.00405573050863632 0.003226452905811623
0.05 0.03 0.03 1168 599 619 9980 9977 21 1833 0.005573050863632026 0.002858097146674301 0.0031012024048096194
0.05 0.03 0.03 1283 611 535 9980 9959 21 1912 0.006121767344212234 0.0029153545185609314 0.0026803607214428856
0.05 0.03 0.03 1133 644 433 9980 9978 21 1935 0.005406050195629354 0.003072812291249165 0.0021693386773547095
0.05 0.03 0.03 1177 620 546 9980 9998 21 1716 0.005615993892546999 0.0029582975474759044 0.0027354709418837674
0.05 0.03 0.03 938 567 587 9980 10007 21 1688 0.00447561790247161 0.0027054108216432865 0.0029408817635270543
0.05 0.03 0.03 1092 718 568 9980 9999 21 1690 0.0052104208416833666 0.003425899417883386 0.002845691382765531
0.05 0.03 0.03 990 655 623 9980 9949 21 1661 0.0047237331806470086 0.0031252982154785763 0.00312124248496994
0.05 0.03 0.03 1012 727 483 9980 9942 21 1796 0.004828705029105831 0.0034688424467983585 0.0024198396793587173
0.05 0.03 0.03 1037 655 591 9980 9999 21 1731 0.004947991220536311 0.0031252982154785763 0.0029609218436873748
0.05 0.03 0.03 1053 597 698 9980 10025 21 1756 0.005024334383051818 0.0028485542513598627 0.003496993987975952
0.05 0.03 0.04 709 559 429 9980 10068 21 1705 0.003382956388968413 0.002667239240385533 0.0021492985971943886
0.05 0.03 0.04 900 602 617 9980 10090 21 1685 0.00429430289149728 0.0028724114896459584 0.003091182364729459
0.05 0.03 0.04 1035 596 621 9980 10087 21 1643 0.004938448325221873 0.0028437828037026435 0.0031112224448897794
0.05 0.03 0.04 832 589 614 9980 10089 21 1576 0.003969844450806375 0.002810382670102109 0.0030761523046092185
0.05 0.03 0.04 797 601 680 9980 10105 21 1405 0.0038028437828037027 0.002867640041988739 0.003406813627254509
0.05 0.03 0.04 1160 378 571 9980 10104 21 1831 0.005534879282374273 0.0018036072144288577 0.0028607214428857716
0.05 0.03 0.04 898 648 717 9980 10111 21 1464 0.004284759996182842 0.0030918980818780417 0.003592184368737475
0.05 0.03 0.04 985 450 620 9980 10076 21 1638 0.0046998759423609125 0.00214715144574864 0.0031062124248496994
0.05 0.03 0.04 887 495 511 9980 10083 21 1627 0.0042322740719534305 0.0023618665903235043 0.002560120240480962
0.05 0.03 0.04 928 533 543 9980 10046 21 1584 0.004427903425899418 0.002543181601297834 0.002720440881763527
0.05 0.03 0.04 942 486 689 9980 10071 21 1581 0.004494703693100487 0.0023189235614085313 0.0034519038076152304
0.05 0.03 0.04 953 494 586 9980 10079 21 1803 0.004547189617329898 0.002357095142666285 0.002935871743486974
0.05 0.03 0.04 949 493 542 9980 10090 21 1742 0.004528103826701021 0.002352323695009066 0.002715430861723447
0.05 0.03 0.04 984 513 590 9980 10062 21 1595 0.004695104494703693 0.00244775264815345 0.0029559118236472948
0.05 0.03 0.04 916 453 544 9980 10081 21 1690 0.004370646054012788 0.002161465788720298 0.0027254509018036074
0.05 0.03 0.04 845 598 591 9980 10095 21 1543 0.004031873270350224 0.002853325699017082 0.0029609218436873748
0.05 0.03 0.04 812 587 501 9980 10046 21 1480 0.0038744154976619906 0.0028008397747876705 0.0025100200400801605
0.05 0.03 0.04 863 528 556 9980 10029 21 1724 0.00411775932818017 0.0025193243630117377 0.0027855711422845693
0.05 0.03 0.04 890 493 587 9980 10109 21 1526 0.004246588414925088 0.002352323695009066 0.0029408817635270543
0.05 0.03 0.04 981 599 545 9980 10057 21 1666 0.004680790151732036 0.002858097146674301 0.0027304609218436874
0.05 0.03 0.05 602 442 409 9980 10174 21 1527 0.0028724114896459584 0.0021089798644908864 0.0020490981963927858
0.05 0.03 0.05 740 527 604 9980 10194 21 1522 0.0035308712663422084 0.0025145529153545185 0.0030260521042084166
0.05 0.03 0.05 906 509 564 9980 10160 21 1541 0.004322931577440596 0.002428666857524573 0.0028256513026052106
0.05 0.03 0.05 660 499 655 9980 10192 21 1391 0.0031491554537646724 0.002380952380952381 0.003281563126252505
0.05 0.03 0.05 652 493 760 9980 10193 21 1275 0.0031109838725069186 0.002352323695009066 0.003807615230460922
0.05 0.03 0.05 919 335 525 9980 10220 21 1615 0.004384960396984445 0.001598434965168432 0.002630260521042084
0.05 0.03 0.05 756 561 797 9980 10223 21 1346 0.0036072144288577155 0.002676782135699971 0.0039929859719438875
0.05 0.03 0.05 695 414 624 9980 10214 21 1479 0.0033161561217673443 0.001975379330088749 0.00312625250501002
0.05 0.03 0.05 766 425 525 9980 10162 21 1494 0.0036549289054299073 0.00202786525431816 0.002630260521042084
0.05 0.03 0.05 624 585 686 9980 10201 21 1213 0.002977383338104781 0.002791296879473232 0.00343687374749499
0.05 0.03 0.05 803 420 667 9980 10152 21 1472 0.003831472468747018 0.002004008016032064 0.0033416833667334668
0.05 0.03 0.05 711 384 582 9980 10151 21 1437 0.0033924992842828514 0.0018322359003721729 0.0029158316633266534
0.05 0.03 0.05 792 418 559 9980 10159 21 1582 0.0037789865445176066 0.0019944651207176255 0.0028006012024048097
0.05 0.03 0.05 692 458 769 9980 10145 21 1541 0.0033018417787956866 0.002185323027006394 0.0038527054108216433
0.05 0.03 0.05 643 345 588 9980 10223 21 1400 0.0030680408435919456 0.001646149441740624 0.0029458917835671343
0.05 0.03 0.05 650 527 663 9980 10187 21 1365 0.00310144097719248 0.0025145529153545185 0.0033216432865731463
0.05 0.03 0.05 686 501 613 9980 10149 21 1361 0.0032732130928523713 0.002390495276266819 0.0030711422845691384
0.05 0.03 0.05 622 387 689 9980 10233 21 1342 0.0029678404427903424 0.0018465502433438305 0.0034519038076152304
0.05 0.03 0.05 745 556 557 9980 10173 21 1391 0.003554728504628304 0.0026529248974138755 0.0027905811623246493
0.05 0.03 0.05 743 401 745 9980 10187 21 1490 0.003545185609313866 0.0019133505105448994 0.0037324649298597196
0.05 0.04 0.01 1182 1071 176 9980 9675 21 2048 0.005639851130833095 0.005110220440881764 0.0008817635270541082
0.05 0.04 0.01 1227 1014 258 9980 9658 21 1951 0.005854566275407959 0.004838247924420269 0.0012925851703406814
0.05 0.04 0.01 1380 1170 149 9980 9661 21 1927 0.006584597766962496 0.005582593758946464 0.0007464929859719439
0.05 0.04 0.01 1182 1386 190 9980 9690 21 1882 0.005639851130833095 0.006613226452905812 0.0009519038076152305
0.05 0.04 0.01 1224 1208 196 9980 9679 21 1773 0.005840251932436301 0.005763908769920794 0.0009819639278557115
0.05 0.04 0.01 1582 850 257 9980 9684 21 2219 0.007548430193720775 0.00405573050863632 0.0012875751503006012
0.05 0.04 0.01 1349 1094 278 9980 9693 21 1852 0.006436682889588701 0.005219963736997805 0.0013927855711422846
0.05 0.04 0.01 1195 918 267 9980 9683 21 1952 0.005701879950376945 0.0043801889493272255 0.0013376753507014028
0.05 0.04 0.01 1241 911 267 9980 9717 21 1783 0.005921366542609028 0.004346788815726692 0.0013376753507014028
0.05 0.04 0.01 1303 1098 206 9980 9665 21 1920 0.006217196297356618 0.005239049527626682 0.0010320641282565131
0.05 0.04 0.01 1269 1005 213 9980 9665 21 1822 0.006054967077011165 0.004795304895505296 0.001067134268537074
0.05 0.04 0.01 1522 1035 217 9980 9692 21 2042 0.007262143334287623 0.004938448325221873 0.0010871743486973947
0.05 0.04 0.01 1195 1070 186 9980 9623 21 1869 0.005701879950376945 0.0051054489932245446 0.0009318637274549098
0.05 0.04 0.01 1441 1129 151 9980 9683 21 1947 0.006875656074052868 0.005386964405000477 0.0007565130260521042
0.05 0.04 0.01 1566 930 219 9980 9713 21 2108 0.007472087031205268 0.004437446321213856 0.0010971943887775552
0.05 0.04 0.01 1211 915 258 9980 9668 21 1984 0.005778223112892451 0.004365874606355569 0.0012925851703406814
0.05 0.04 0.01 1237 1044 163 9980 9634 21 1779 0.005902280751980151 0.004981391354136845 0.0008166332665330661
0.05 0.04 0.01 1307 1101 353 9980 9703 21 1910 0.006236282087985495 0.0052533638705983396 0.0017685370741482966
0.05 0.04 0.01 1346 1063 284 9980 9696 21 1949 0.006422368546617044 0.00507204885962401 0.0014228456913827655
0.05 0.04 0.01 1104 947 323 9980 9709 21 1846 0.005267678213569997 0.004518560931386583 0.0016182364729458918
0.05 0.04 0.02 902 717 320 9980 9811 21 1840 0.004303845786811719 0.0034211279702261667 0.0016032064128256513
0.05 0.04 0.02 1066 799 394 9980 9787 21 1826 0.005086363202595668 0.003812386678118141 0.001973947895791583
0.05 0.04 0.02 1118 958 405 9980 9733 21 1655 0.005334478480771066 0.0045710468556159935 0.002029058116232465
0.05 0.04 0.02 1146 881 369 9980 9782 21 1859 0.005468079015173204 0.004203645386010115 0.0018486973947895791
0.05 0.04 0.02 1035 1026 311 9980 9782 21 1608 0.004938448325221873 0.0048955052963069 0.00155811623246493
0.05 0.04 0.02 1282 658 356 9980 9802 21 2008 0.006116995896555015 0.003139612558450234 0.001783567134268537
0.05 0.04 0.02 1221 760 364 9980 9804 21 1745 0.0058259375894646435 0.0036263002194865924 0.0018236472945891784
0.05 0.04 0.02 922 746 373 9980 9794 21 1746 0.004399274739956102 0.0035594999522855233 0.0018687374749498998
0.05 0.04 0.02 1107 789 343 9980 9797 21 1823 0.005281992556541655 0.003764672201545949 0.001718436873747495
0.05 0.04 0.02 1078 942 288 9980 9758 21 1733 0.005143620574482298 0.004494703693100487 0.0014428857715430862
0.05 0.04 0.02 1026 799 378 9980 9761 21 1698 0.0048955052963069 0.003812386678118141 0.0018937875751503005
0.05 0.04 0.02 1159 735 429 9980 9777 21 1920 0.0055301078347170535 0.0035070140280561123 0.0021492985971943886
0.05 0.04 0.02 1115 985 277 9980 9806 21 1950 0.005320164137799409 0.0046998759423609125 0.0013877755511022044
0.05 0.04 0.02 1180 888 255 9980 9792 21 1739 0.005630308235518656 0.00423704551961065 0.001277555110220441
0.05 0.04 0.02 1232 845 311 9980 9780 21 1888 0.005878423513694055 0.004031873270350224 0.00155811623246493
0.05 0.04 0.02 1215 879 463 9980 9805 21 1798 0.005797308903521328 0.004194102490695677 0.002319639278557114
0.05 0.04 0.02 961 879 317 9980 9735 21 1616 0.004585361198587651 0.004194102490695677 0.0015881763527054108
0.05 0.04 0.02 1048 851 407 9980 9810 21 1772 0.005000477144765722 0.004060501956293539 0.0020390781563126253
0.05 0.04 0.02 966 1008 311 9980 9762 21 1771 0.004609218436873747 0.004809619238476954 0.00155811623246493
0.05 0.04 0.02 922 888 458 9980 9817 21 1654 0.004399274739956102 0.00423704551961065 0.0022945891783567136
0.05 0.04 0.03 726 621 382 9980 9902 21 1687 0.0034640709991411393 0.0029630689951331236 0.0019138276553106212
0.05 0.04 0.03 838 725 426 9980 9846 21 1598 0.0039984731367496895 0.00345929955148392 0.002134268537074148
0.05 0.04 0.03 968 819 568 9980 9814 21 1541 0.004618761332188186 0.003907815631262525 0.002845691382765531
0.05 0.04 0.03 821 897 460 9980 9862 21 1615 0.003917358526576964 0.004279988548525623 0.0023046092184368736
0.05 0.04 0.03 887 599 320 9980 9877 21 1712 0.0042322740719534305 0.002858097146674301 0.0016032064128256513
0.05 0.04 0.03 1073 494 421 9980 9900 21 1819 0.005119763336196202 0.002357095142666285 0.0021092184368737476
0.05 0.04 0.03 1049 629 495 9980 9889 21 1617 0.005005248592422941 0.003001240576390877 0.002479959919839679
0.05 0.04 0.03 744 622 414 9980 9880 21 1584 0.003549957056971085 0.0029678404427903424 0.0020741482965931863
0.05 0.04 0.03 839 619 555 9980 9914 21 1408 0.004003244584406909 0.002953526099818685 0.002780561122244489
0.05 0.04 0.03 755 864 480 9980 9877 21 1413 0.0036024429812004963 0.004122530775837389 0.002404809619238477
0.05 0.04 0.03 903 642 425 9980 9868 21 1618 0.004308617234468938 0.0030632693959347264 0.002129258517034068
0.05 0.04 0.03 1018 704 448 9980 9865 21 1735 0.004857333715049146 0.003359099150682317 0.0022444889779559118
0.05 0.04 0.03 939 763 316 9980 9887 21 1780 0.004480389350128829 0.00364061456245825 0.0015831663326653306
0.05 0.04 0.03 994 697 394 9980 9907 21 1555 0.0047428189712758854 0.0033256990170817827 0.001973947895791583
0.05 0.04 0.03 785 642 499 9980 9902 21 1504 0.003745586410917072 0.0030632693959347264 0.0025
0.05 0.04 0.03 946 746 499 9980 9901 21 1549 0.004513789483729364 0.0035594999522855233 0.0025
